gene,observed_count,null_total_count,null_mean_count_per_perm
NR2E3,0,40,0.08
NR2F1,0,42,0.084
NR2F2,0,122,0.244
NR2F6,0,40,0.08
NOL9,0,53,0.106
NOL8,0,24,0.048
NOL7,0,15,0.03
NKAIN1,0,37,0.074
NINL,0,43,0.086
NIP7,0,24,0.048
NIPA1,0,129,0.258
NIPA2,0,10,0.02
NIPAL2,0,216,0.432
NIPAL3,0,33,0.066
NIPAL4,0,32,0.064
NIPBL,0,8,0.016
NIPSNAP1,0,148,0.296
NIPSNAP3A,0,15,0.03
NIPSNAP3B,0,79,0.158
NISCH,0,71,0.142
NIT1,0,56,0.112
NIT2,0,31,0.062
NKAIN2,0,80,0.16
NINJ1,0,147,0.294
NKAIN3,0,69,0.138
NKAIN4,0,49,0.098
NKAP,0,15,0.03
NKAPL,0,158,0.316
NKAPP1,0,93,0.186
NKD1,0,60,0.12
NKD2,0,88,0.176
NKG7,0,88,0.176
NKIRAS1,0,103,0.206
NKIRAS2,0,45,0.09
NKPD1,0,65,0.13
NKRF,0,34,0.068
NKTR,0,22,0.044
NLE1,0,193,0.386
NINJ2,0,155,0.31
NIN,0,16,0.032
NOL6,0,49,0.098
NHEJ1,0,18,0.036
NFS1,0,19,0.038
NFU1,0,12,0.024
NFX1,0,1,0.002
NFXL1,0,116,0.232
NFYA,0,8,0.016
NFYC,0,20,0.04
NGB,0,23,0.046
NGDN,0,7,0.014
NGEF,0,58,0.116
NGF,0,27,0.054
NGFR,0,71,0.142
NGFRAP1,0,119,0.238
NGLY1,0,13,0.026
NGRN,0,43,0.086
NHLH1,0,93,0.186
NIM1K,0,98,0.196
NHLH2,0,155,0.31
NHLRC2,0,18,0.036
NHLRC3,0,5,0.01
NHLRC4,0,18,0.036
NHP2,0,62,0.124
NHP2L1,0,76,0.152
NHS,0,186,0.372
NHSL1,0,127,0.254
NHSL2,0,116,0.232
NICN1,0,38,0.076
NID1,0,149,0.298
NID2,0,173,0.346
NIF3L1,0,59,0.118
NIFK,0,19,0.038
NLGN1,0,134,0.268
NLGN2,0,49,0.098
NLGN3,0,44,0.088
NOA1,0,34,0.068
NMNAT1,0,60,0.12
NMNAT2,0,45,0.09
NMNAT3,0,70,0.14
NMRAL1,0,67,0.134
NMRK1,0,54,0.108
NMRK2,0,59,0.118
NMT1,0,12,0.024
NMT2,0,53,0.106
NMU,0,100,0.2
NMUR1,0,134,0.268
NMUR2,0,57,0.114
NNAT,0,55,0.11
NNMT,0,88,0.176
NNT,0,22,0.044
NOB1,0,45,0.09
NLGN4X,0,105,0.21
NOBOX,0,65,0.13
NOC2L,0,38,0.076
NOC3L,0,7,0.014
NOC4L,0,119,0.238
NOD1,0,79,0.158
NOD2,0,104,0.208
NODAL,0,37,0.074
NOG,0,82,0.164
NOL10,0,16,0.032
NOL11,0,6,0.012
NOL12,0,88,0.176
NOL3,0,127,0.254
NOL4,0,91,0.182
NOL4L,0,15,0.03
NMI,0,48,0.096
NME9,0,51,0.102
NME8,0,72,0.144
NME7,0,37,0.074
NLGN4Y,0,141,0.282
NLK,0,20,0.04
NLN,0,193,0.386
NLRC3,0,43,0.086
NLRC4,0,38,0.076
NLRC5,0,73,0.146
NLRP1,0,69,0.138
NLRP10,0,71,0.142
NLRP11,0,97,0.194
NLRP12,0,81,0.162
NLRP13,0,111,0.222
NLRP14,0,43,0.086
NLRP2,0,158,0.316
NLRP3,0,85,0.17
NLRP4,0,114,0.228
NLRP5,0,69,0.138
NLRP6,0,99,0.198
NLRP7,0,72,0.144
NLRP8,0,65,0.13
NLRP9,0,54,0.108
NLRX1,0,115,0.23
NMB,0,41,0.082
NMBR,0,78,0.156
NMD3,0,10,0.02
NME1,0,96,0.192
NME3,0,82,0.164
NME4,0,79,0.158
NME5,0,163,0.326
NME6,0,40,0.08
NRTN,0,95,0.19
NRXN2,0,67,0.134
OR2L13,0,132,0.264
OGFRP1,0,30,0.06
ODF3,0,66,0.132
ODF3B,0,165,0.33
ODF3L1,0,72,0.144
ODF3L2,0,24,0.048
ODF4,0,71,0.142
OFCC1,0,97,0.194
OFD1,0,12,0.024
OGDH,0,72,0.144
OGDHL,0,53,0.106
OGFOD1,0,20,0.04
OGFOD2,0,86,0.172
OGFOD3,0,83,0.166
OGFR,0,110,0.22
OGFRL1,0,101,0.202
OGG1,0,86,0.172
ODF2,0,27,0.054
OGN,0,120,0.24
OGT,0,45,0.09
OIP5,0,103,0.206
OIT3,0,56,0.112
OLA1,0,33,0.066
OLAH,0,93,0.186
OLFM1,0,75,0.15
OLFM2,0,64,0.128
OLFM3,0,63,0.126
OLFM4,0,142,0.284
OLFML1,0,129,0.258
OLFML2A,0,15,0.03
OLFML2B,0,57,0.114
OLFML3,0,124,0.248
ODF2L,0,29,0.058
ODF1,0,3,0.006
OLIG2,0,52,0.104
OAZ2,0,113,0.226
NXPH4,0,109,0.218
NXT1,0,137,0.274
NXT2,0,56,0.112
NYAP1,0,38,0.076
NYAP2,0,94,0.188
NYNRIN,0,57,0.114
NYX,0,36,0.072
OAF,0,67,0.134
OARD1,0,25,0.05
OAS1,0,160,0.32
OAS2,0,109,0.218
OAS3,0,124,0.248
OASL,0,152,0.304
OAZ1,0,138,0.276
OAZ3,0,43,0.086
ODC1,0,125,0.25
OBFC1,0,65,0.13
OBP2A,0,124,0.248
OBP2B,0,124,0.248
OBSCN,0,68,0.136
OBSL1,0,65,0.13
OCA2,0,59,0.118
OCEL1,0,78,0.156
OCIAD1,0,35,0.07
OCIAD2,0,42,0.084
OCLM,0,89,0.178
OCLN,0,174,0.348
OCR1,0,131,0.262
OCRL,0,103,0.206
ODAM,0,142,0.284
OLIG1,0,134,0.268
OLIG3,0,126,0.252
NRXN3,0,79,0.158
OR1J4,0,93,0.186
OR13C4,0,103,0.206
OR14J1,0,17,0.034
OR1A1,0,98,0.196
OR1A2,0,54,0.108
OR1C1,0,82,0.164
OR1D2,0,97,0.194
OR1D5,0,59,0.118
OR1E1,0,54,0.108
OR1E3,0,70,0.14
OR1F1,0,11,0.022
OR1F2P,0,70,0.14
OR1G1,0,37,0.074
OR1I1,0,168,0.336
OR1J2,0,111,0.222
OR1Q1,0,91,0.182
OR12D2,0,85,0.17
OR2B2,0,87,0.174
OR2B3,0,144,0.288
OR2B4P,0,102,0.204
OR2B6,0,77,0.154
OR2C1,0,52,0.104
OR2C3,0,87,0.174
OR2F1,0,12,0.024
OR2F2,0,22,0.044
OR2H1,0,79,0.158
OR2H2,0,99,0.198
OR2I1P,0,43,0.086
OR2J2,0,63,0.126
OR2J3,0,108,0.216
OR2K2,0,87,0.174
OR12D3,0,39,0.078
OR11A1,0,113,0.226
OLR1,0,106,0.212
OPN4,0,50,0.1
OMA1,0,28,0.056
OMD,0,90,0.18
OMP,0,136,0.272
ONECUT1,0,48,0.096
ONECUT2,0,70,0.14
OOSP2,0,115,0.23
OPA1,0,4,0.008
OPA3,0,126,0.252
OPALIN,0,96,0.192
OPCML,0,109,0.218
OPHN1,0,157,0.314
OPLAH,0,102,0.204
OPN1SW,0,127,0.254
OPN3,0,32,0.064
OPN5,0,22,0.044
OR10J1,0,70,0.14
OPRD1,0,153,0.306
OPRK1,0,21,0.042
OPRL1,0,27,0.054
OPRM1,0,21,0.042
OPTN,0,104,0.208
OR10A3,0,64,0.128
OR10A4,0,67,0.134
OR10A5,0,119,0.238
OR10C1,0,29,0.058
OR10D1P,0,53,0.106
OR10D3,0,58,0.116
OR10H1,0,43,0.086
OR10H2,0,82,0.164
OR10H3,0,43,0.086
NXPH3,0,67,0.134
NXPH2,0,106,0.212
NXPH1,0,62,0.124
NTRK3,0,15,0.03
NTAN1,0,66,0.132
NTF3,0,108,0.216
NTHL1,0,104,0.208
NTM,0,54,0.108
NTMT1,0,190,0.38
NTN1,0,176,0.352
NTN3,0,129,0.258
NTN4,0,93,0.186
NTN5,0,71,0.142
NTNG1,0,132,0.264
NTNG2,0,111,0.222
NTPCR,0,106,0.212
NTRK1,0,49,0.098
NTRK2,0,33,0.066
NTS,0,172,0.344
NT5E,0,78,0.156
NTSR1,0,149,0.298
NTSR2,0,88,0.176
NUAK1,0,124,0.248
NUB1,0,50,0.1
NUBP1,0,19,0.038
NUBP2,0,75,0.15
NUBPL,0,51,0.102
NUCB1,0,65,0.13
NUCB2,0,18,0.036
NUCKS1,0,12,0.024
NUDC,0,82,0.164
NUDCD1,0,21,0.042
NUDCD2,0,3,0.006
NUDCD3,0,74,0.148
NT5M,0,108,0.216
NT5DC4,0,123,0.246
NXPE4,0,93,0.186
NSRP1,0,53,0.106
NS3BP,0,113,0.226
NSA2,0,22,0.044
NSAP11,0,79,0.158
NSD1,0,19,0.038
NSDHL,0,66,0.132
NSF,0,68,0.136
NSFL1C,0,50,0.1
NSG1,0,193,0.386
NSL1,0,31,0.062
NSMAF,0,37,0.074
NSMCE1,0,77,0.154
NSMCE2,0,17,0.034
NSMCE4A,0,14,0.028
NSMF,0,152,0.304
NSUN2,0,27,0.054
NT5DC3,0,114,0.228
NSUN3,0,45,0.09
NSUN4,0,31,0.062
NSUN5,0,58,0.116
NSUN5P1,0,52,0.104
NSUN6,0,25,0.05
NSUN7,0,91,0.182
NT5C,0,167,0.334
NT5C1A,0,126,0.252
NT5C1B,0,35,0.07
NT5C2,0,45,0.09
NT5C3A,0,44,0.088
NT5C3B,0,133,0.266
NT5DC1,0,25,0.05
NT5DC2,0,53,0.106
NUDT1,0,52,0.104
NUDT10,0,91,0.182
NUDT11,0,115,0.23
NUS1,0,61,0.122
NUP210P1,0,13,0.026
NUP214,0,95,0.19
NUP35,0,45,0.09
NUP37,0,11,0.022
NUP43,0,21,0.042
NUP54,0,11,0.022
NUP62CL,0,81,0.162
NUP85,0,13,0.026
NUP88,0,21,0.042
NUP93,0,37,0.074
NUP98,0,21,0.042
NUPL1,0,20,0.04
NUPL2,0,4,0.008
NUPR1,0,42,0.084
NUSAP1,0,125,0.25
NUDT12,0,50,0.1
NUTF2,0,95,0.19
NUTM1,0,24,0.048
NUTM2A,0,23,0.046
NUTM2F,0,60,0.12
NVL,0,5,0.01
NWD2,0,211,0.422
NXF1,0,43,0.086
NXF3,0,119,0.238
NXF5,0,78,0.156
NXN,0,123,0.246
NXNL1,0,90,0.18
NXNL2,0,73,0.146
NXPE1,0,101,0.202
NXPE3,0,28,0.056
NUP210L,0,84,0.168
NUP210,0,34,0.068
NUP205,0,1,0.002
NUP188,0,41,0.082
NUDT13,0,110,0.22
NUDT14,0,133,0.266
NUDT15,0,107,0.214
NUDT16,0,109,0.218
NUDT16L1,0,68,0.136
NUDT16P1,0,178,0.356
NUDT17,0,72,0.144
NUDT18,0,108,0.216
NUDT2,0,96,0.192
NUDT21,0,6,0.012
NUDT22,0,39,0.078
NUDT3,0,55,0.11
NUDT4,0,139,0.278
NUDT5,0,28,0.056
NUDT6,0,103,0.206
NUDT7,0,86,0.172
NUDT9,0,40,0.08
NUDT9P1,0,191,0.382
NUF2,0,105,0.21
NUFIP1,0,57,0.114
NUFIP2,0,8,0.016
NUMA1,0,60,0.12
NUMB,0,51,0.102
NUMBL,0,94,0.188
NUP107,0,14,0.028
NUP133,0,11,0.022
NUP153,0,33,0.066
NUP155,0,7,0.014
NUP160,0,41,0.082
SCAMP2,0,55,0.11
A1BG,0,34,0.068
SCAMP5,0,36,0.072
TUBB2A,0,88,0.176
TTYH2,0,91,0.182
TTYH3,0,124,0.248
TUB,0,30,0.06
TUBA1A,0,123,0.246
TUBA1B,0,97,0.194
TUBA1C,0,94,0.188
TUBA3C,0,92,0.184
TUBA3FP,0,115,0.23
TUBA4A,0,90,0.18
TUBA4B,0,103,0.206
TUBA8,0,108,0.216
TUBAL3,0,45,0.09
TUBB,0,36,0.072
TUBB1,0,95,0.19
TUBB2B,0,102,0.204
TTTY9A,0,94,0.188
TUBB3,0,39,0.078
TUBB4A,0,111,0.222
TUBB4B,0,79,0.158
TUBB7P,0,118,0.236
TUBB8P2,0,78,0.156
TUBBP5,0,80,0.16
TUBD1,0,17,0.034
TUBE1,0,14,0.028
TUBG1,0,62,0.124
TUBG2,0,55,0.11
TUBGCP2,0,46,0.092
TUBGCP3,0,13,0.026
TUBGCP4,0,27,0.054
TUBGCP5,0,46,0.092
TTYH1,0,89,0.178
TTTY8,0,43,0.086
TTC9B,0,150,0.3
TTLL5,0,56,0.112
TTF1,0,19,0.038
TTF2,0,61,0.122
TTI1,0,2,0.004
TTI2,0,31,0.062
TTK,0,136,0.272
TTL,0,21,0.042
TTLL1,0,72,0.144
TTLL10,0,42,0.084
TTLL11,0,59,0.118
TTLL12,0,98,0.196
TTLL13,0,62,0.124
TTLL2,0,60,0.12
TTLL3,0,85,0.17
TTLL4,0,62,0.124
TTLL6,0,86,0.172
TTTY7,0,47,0.094
TTLL7,0,72,0.144
TTLL9,0,57,0.114
TTN,0,133,0.266
TTPA,0,103,0.206
TTPAL,0,31,0.062
TTR,0,63,0.126
TTTY1,0,148,0.296
TTTY10,0,60,0.12
TTTY11,0,36,0.072
TTTY12,0,40,0.08
TTTY13,0,45,0.09
TTTY2,0,45,0.09
TTTY5,0,37,0.074
TTTY6,0,68,0.136
TUBGCP6,0,66,0.132
TUFM,0,71,0.142
TUFT1,0,138,0.276
TYW5,0,100,0.2
TXNL4A,0,27,0.054
TXNL4B,0,29,0.058
TXNRD2,0,133,0.266
TYK2,0,40,0.08
TYMP,0,63,0.126
TYMS,0,108,0.216
TYMSOS,0,110,0.22
TYR,0,17,0.034
TYRO3,0,159,0.318
TYROBP,0,82,0.164
TYRP1,0,131,0.262
TYSND1,0,146,0.292
TYW1,0,45,0.09
TYW3,0,9,0.018
U2AF1,0,37,0.074
TUG1,0,65,0.13
U2AF1L4,0,69,0.138
U2AF2,0,63,0.126
U2SURP,0,13,0.026
UACA,0,127,0.254
UAP1,0,104,0.208
UAP1L1,0,95,0.19
UBA1,0,57,0.114
UBA2,0,23,0.046
UBA3,0,4,0.008
UBA5,0,16,0.032
UBA52,0,44,0.088
UBA6,0,4,0.008
UBAC1,0,56,0.112
UBAC2,0,56,0.112
TXNL1,0,29,0.058
TXNIP,0,71,0.142
TXNDC9,0,2,0.004
TXNDC8,0,74,0.148
TULP1,0,176,0.352
TULP2,0,62,0.124
TULP3,0,57,0.114
TULP4,0,24,0.048
TUSC1,0,112,0.224
TUSC2,0,57,0.114
TUSC3,0,75,0.15
TUSC5,0,139,0.278
TUT1,0,103,0.206
TVP23A,0,88,0.176
TVP23C,0,70,0.14
TWF1,0,39,0.078
TWF2,0,66,0.132
TWIST1,0,78,0.156
TWISTNB,0,69,0.138
TWSG1,0,57,0.114
TXK,0,48,0.096
TXLNA,0,54,0.108
TXLNB,0,139,0.278
TXLNG,0,9,0.018
TXLNGY,0,82,0.164
TXN,0,57,0.114
TXN2,0,84,0.168
TXNDC11,0,55,0.11
TXNDC12,0,74,0.148
TXNDC15,0,13,0.026
TXNDC16,0,33,0.066
TXNDC17,0,47,0.094
TXNDC2,0,29,0.058
TTC9C,0,21,0.042
TTC9,0,98,0.196
TRPC1,0,211,0.422
TSLP,0,115,0.23
TSEN34,0,200,0.4
TSEN54,0,92,0.184
TSFM,0,30,0.06
TSG101,0,29,0.058
TSGA10,0,130,0.26
TSGA10IP,0,175,0.35
TSGA13,0,82,0.164
TSHB,0,59,0.118
TSHR,0,61,0.122
TSHZ1,0,31,0.062
TSHZ2,0,96,0.192
TSHZ3,0,134,0.268
TSKS,0,59,0.118
TSKU,0,139,0.278
TSN,0,4,0.008
TSEN15,0,22,0.044
TSNARE1,0,79,0.158
TSNAX,0,9,0.018
TSNAXIP1,0,91,0.182
TSPAN1,0,41,0.082
TSPAN10,0,112,0.224
TSPAN11,0,25,0.05
TSPAN12,0,43,0.086
TSPAN13,0,149,0.298
TSPAN14,0,49,0.098
TSPAN15,0,202,0.404
TSPAN16,0,50,0.1
TSPAN17,0,117,0.234
TSPAN18,0,229,0.458
TSPAN2,0,107,0.214
TSEN2,0,89,0.178
TSC22D4,0,20,0.04
TTC8,0,64,0.128
TRPS1,0,73,0.146
TRPC3,0,105,0.21
TRPC4,0,46,0.092
TRPC4AP,0,38,0.076
TRPC5,0,97,0.194
TRPC6,0,113,0.226
TRPC7,0,153,0.306
TRPM1,0,76,0.152
TRPM2,0,93,0.186
TRPM3,0,36,0.072
TRPM4,0,130,0.26
TRPM5,0,75,0.15
TRPM6,0,69,0.138
TRPM7,0,6,0.012
TRPM8,0,61,0.122
TRPT1,0,175,0.35
TSC22D3,0,93,0.186
TRPV2,0,51,0.102
TRPV3,0,46,0.092
TRPV4,0,73,0.146
TRPV5,0,41,0.082
TRPV6,0,109,0.218
TRRAP,0,16,0.032
TRUB1,0,38,0.076
TRUB2,0,90,0.18
TRY2P,0,50,0.1
TSACC,0,56,0.112
TSC1,0,33,0.066
TSC2,0,106,0.212
TSC22D1,0,85,0.17
TSC22D2,0,63,0.126
TSPAN3,0,71,0.142
TSPAN31,0,20,0.04
TSPAN32,0,88,0.176
TTC30A,0,204,0.408
TTC16,0,89,0.178
TTC17,0,26,0.052
TTC18,0,99,0.198
TTC19,0,29,0.058
TTC21A,0,105,0.21
TTC22,0,50,0.1
TTC23,0,115,0.23
TTC23L,0,158,0.316
TTC25,0,128,0.256
TTC26,0,112,0.224
TTC27,0,74,0.148
TTC28,0,56,0.112
TTC29,0,134,0.268
TTC3,0,9,0.018
TTC30B,0,107,0.214
TSPAN33,0,115,0.23
TTC31,0,23,0.046
TTC33,0,13,0.026
TTC36,0,110,0.22
TTC37,0,5,0.01
TTC38,0,110,0.22
TTC39A,0,34,0.068
TTC39B,0,25,0.05
TTC39C,0,35,0.07
TTC4,0,22,0.044
TTC40,0,101,0.202
TTC5,0,58,0.116
TTC6,0,49,0.098
TTC7A,0,68,0.136
TTC7B,0,90,0.18
TTC13,0,12,0.024
TTC12,0,181,0.362
TTC1,0,23,0.046
TTBK2,0,27,0.054
TSPAN4,0,122,0.244
TSPAN5,0,152,0.304
TSPAN6,0,107,0.214
TSPAN7,0,231,0.462
TSPAN8,0,160,0.32
TSPAN9,0,38,0.076
TSPEAR,0,37,0.074
TSPO,0,143,0.286
TSPO2,0,72,0.144
TSPY26P,0,97,0.194
TSPYL1,0,36,0.072
TSPYL2,0,55,0.11
TSPYL4,0,58,0.116
TSPYL5,0,117,0.234
TSPYL6,0,92,0.184
TSR2,0,45,0.09
TSR3,0,85,0.17
TSSC1,0,93,0.186
TSSC4,0,46,0.092
TSSK1B,0,109,0.218
TSSK2,0,47,0.094
TSSK3,0,72,0.144
TSSK4,0,68,0.136
TSSK6,0,148,0.296
TST,0,119,0.238
TSTA3,0,53,0.106
TSTD1,0,102,0.204
TSTD2,0,126,0.252
TTBK1,0,50,0.1
UBALD2,0,115,0.23
UBAP1,0,63,0.126
UBAP2,0,75,0.15
USMG5,0,28,0.056
URGCP,0,53,0.106
URI1,0,25,0.05
URM1,0,149,0.298
UROC1,0,119,0.238
UROD,0,80,0.16
UROS,0,103,0.206
USB1,0,181,0.362
USE1,0,103,0.206
USF1,0,109,0.218
USF2,0,68,0.136
USH1C,0,43,0.086
USH1G,0,45,0.09
USH2A,0,35,0.07
USHBP1,0,112,0.224
USO1,0,14,0.028
URB1,0,71,0.142
USP1,0,3,0.006
USP10,0,89,0.178
USP11,0,32,0.064
USP12,0,101,0.202
USP13,0,84,0.168
USP14,0,10,0.02
USP16,0,7,0.014
USP18,0,143,0.286
USP19,0,51,0.102
USP2,0,35,0.07
USP20,0,77,0.154
USP21,0,45,0.09
USP22,0,32,0.064
USP24,0,14,0.028
URB2,0,70,0.14
UQCRQ,0,14,0.028
UBAP2L,0,43,0.086
UPK1A,0,106,0.212
UNC5C,0,60,0.12
UNC5CL,0,56,0.112
UNC5D,0,40,0.08
UNC79,0,42,0.084
UNC80,0,15,0.03
UNC93A,0,46,0.092
UNC93B1,0,88,0.176
UNG,0,63,0.126
UNK,0,42,0.084
UNKL,0,149,0.298
UPB1,0,67,0.134
UPF1,0,92,0.184
UPF3A,0,77,0.154
UPF3B,0,27,0.054
UPK1B,0,55,0.11
UQCRH,0,43,0.086
UPK2,0,52,0.104
UPK3A,0,132,0.264
UPK3B,0,27,0.054
UPP1,0,107,0.214
UPP2,0,140,0.28
UPRT,0,6,0.012
UQCC1,0,15,0.03
UQCC2,0,106,0.212
UQCR10,0,25,0.05
UQCR11,0,66,0.132
UQCRB,0,33,0.066
UQCRC1,0,50,0.1
UQCRC2,0,14,0.028
UQCRFS1,0,27,0.054
USP25,0,21,0.042
USP26,0,132,0.264
USP27X,0,118,0.236
UXS1,0,19,0.038
UTP14A,0,18,0.036
UTP15,0,4,0.008
UTP18,0,9,0.018
UTP20,0,90,0.18
UTP23,0,16,0.032
UTP3,0,17,0.034
UTP6,0,27,0.054
UTRN,0,48,0.096
UTS2,0,143,0.286
UTS2B,0,174,0.348
UTS2R,0,50,0.1
UTY,0,146,0.292
UVRAG,0,16,0.032
UVSSA,0,84,0.168
UXT,0,26,0.052
USP28,0,71,0.142
VAC14,0,113,0.226
VAMP1,0,74,0.148
VAMP2,0,66,0.132
VAMP3,0,31,0.062
VAMP4,0,56,0.112
VAMP5,0,95,0.19
VAMP7,0,45,0.09
VAMP8,0,13,0.026
VANGL1,0,96,0.192
VANGL2,0,71,0.142
VAPA,0,15,0.03
VAPB,0,7,0.014
VARS,0,93,0.186
VARS2,0,72,0.144
UTP11L,0,11,0.022
UTF1,0,44,0.088
UST,0,113,0.226
USPL1,0,6,0.012
USP29,0,35,0.07
USP3,0,23,0.046
USP30,0,36,0.072
USP31,0,107,0.214
USP32,0,13,0.026
USP33,0,18,0.036
USP34,0,30,0.06
USP35,0,84,0.168
USP36,0,24,0.048
USP37,0,9,0.018
USP38,0,4,0.008
USP39,0,7,0.014
USP4,0,47,0.094
USP40,0,29,0.058
USP42,0,18,0.036
USP43,0,57,0.114
USP44,0,141,0.282
USP45,0,10,0.02
USP46,0,89,0.178
USP49,0,95,0.19
USP5,0,53,0.106
USP51,0,78,0.156
USP53,0,68,0.136
USP54,0,80,0.16
USP6NL,0,88,0.176
USP7,0,36,0.072
USP8,0,4,0.008
USP9X,0,21,0.042
USP9Y,0,71,0.142
UNC5B,0,48,0.096
UNC5A,0,27,0.054
UNC50,0,5,0.01
UBL5,0,103,0.206
UBE2U,0,72,0.144
UBE2V2,0,58,0.116
UBE2W,0,18,0.036
UBE2Z,0,28,0.056
UBE3A,0,0,0.0
UBE3B,0,64,0.128
UBE3C,0,14,0.028
UBE3D,0,113,0.226
UBE4A,0,34,0.068
UBE4B,0,27,0.054
UBFD1,0,96,0.192
UBL3,0,2,0.004
UBL4A,0,103,0.206
UBL4B,0,147,0.294
UBL7,0,67,0.134
UBR7,0,25,0.05
UBLCP1,0,38,0.076
UBN1,0,71,0.142
UBN2,0,26,0.052
UBOX5,0,35,0.07
UBP1,0,42,0.084
UBQLN1,0,20,0.04
UBQLN2,0,50,0.1
UBQLN3,0,46,0.092
UBQLN4,0,58,0.116
UBQLNL,0,86,0.172
UBR1,0,5,0.01
UBR2,0,23,0.046
UBR3,0,0,0.0
UBR4,0,22,0.044
UBE2T,0,177,0.354
UBE2S,0,62,0.124
UBE2R2,0,34,0.068
UBE2Q2,0,4,0.008
UBASH3A,0,57,0.114
UBASH3B,0,34,0.068
UBB,0,219,0.438
UBC,0,107,0.214
UBE2A,0,37,0.074
UBE2B,0,40,0.08
UBE2C,0,78,0.156
UBE2D1,0,63,0.126
UBE2D2,0,33,0.066
UBE2D3,0,53,0.106
UBE2D4,0,74,0.148
UBE2DNL,0,39,0.078
UBE2E1,0,28,0.056
UBE2E2,0,54,0.108
UBE2E3,0,39,0.078
UBE2G1,0,41,0.082
UBE2G2,0,25,0.05
UBE2H,0,69,0.138
UBE2I,0,60,0.12
UBE2J1,0,91,0.182
UBE2J2,0,25,0.05
UBE2K,0,19,0.038
UBE2L3,0,15,0.03
UBE2L6,0,113,0.226
UBE2M,0,103,0.206
UBE2N,0,40,0.08
UBE2NL,0,70,0.14
UBE2O,0,144,0.288
UBE2Q1,0,22,0.044
UBR5,0,11,0.022
UBTD1,0,112,0.224
UNC45B,0,70,0.14
ULBP2,0,106,0.212
UGT2A3,0,94,0.188
UGT2B15,0,92,0.184
UGT2B17,0,229,0.458
UGT2B28,0,173,0.346
UGT2B4,0,125,0.25
UGT3A1,0,49,0.098
UGT8,0,144,0.288
UHMK1,0,23,0.046
UHRF1,0,122,0.244
UHRF1BP1,0,85,0.17
UHRF1BP1L,0,20,0.04
UHRF2,0,7,0.014
UIMC1,0,49,0.098
ULBP1,0,60,0.12
ULBP3,0,75,0.15
UBTD2,0,119,0.238
ULK1,0,104,0.208
ULK2,0,54,0.108
ULK3,0,96,0.192
ULK4,0,68,0.136
UMOD,0,35,0.07
UMODL1,0,194,0.388
UMPS,0,24,0.048
UNC119,0,109,0.218
UNC119B,0,80,0.16
UNC13A,0,26,0.052
UNC13B,0,54,0.108
UNC13C,0,98,0.196
UNC13D,0,68,0.136
UNC45A,0,93,0.186
UGT1A1,0,43,0.086
UGP2,0,9,0.018
UGGT2,0,82,0.164
UGGT1,0,26,0.052
UBTF,0,37,0.074
UBXN1,0,65,0.13
UBXN10,0,99,0.198
UBXN11,0,148,0.296
UBXN2B,0,34,0.068
UBXN4,0,4,0.008
UBXN7,0,38,0.076
UBXN8,0,98,0.196
UCA1,0,60,0.12
UCHL1,0,42,0.084
UCHL3,0,15,0.03
UCHL5,0,23,0.046
UCK1,0,129,0.258
UCKL1,0,66,0.132
UCMA,0,46,0.092
UCN,0,91,0.182
UCN2,0,154,0.308
UCN3,0,32,0.064
UCP1,0,59,0.118
UCP3,0,69,0.138
UEVLD,0,27,0.054
UFC1,0,59,0.118
UFD1L,0,35,0.07
UFL1,0,34,0.068
UFSP1,0,158,0.316
UFSP2,0,16,0.032
UG0898H09,0,94,0.188
UGCG,0,16,0.032
UGDH,0,37,0.074
TRPC2,0,69,0.138
TRPA1,0,61,0.122
TMEM119,0,59,0.118
TMEM87A,0,4,0.008
TMEM65,0,8,0.016
TMEM67,0,200,0.4
TMEM68,0,12,0.024
TMEM69,0,54,0.108
TMEM70,0,25,0.05
TMEM71,0,20,0.04
TMEM72,0,58,0.116
TMEM74,0,153,0.306
TMEM74B,0,12,0.024
TMEM75,0,42,0.084
TMEM79,0,91,0.182
TMEM80,0,45,0.09
TMEM86A,0,63,0.126
TMEM86B,0,78,0.156
TMEM87B,0,14,0.028
TMEM63C,0,52,0.104
TMEM88,0,76,0.152
TMEM8A,0,62,0.124
TMEM8B,0,52,0.104
TMEM9,0,51,0.102
TMEM91,0,157,0.314
TMEM92,0,125,0.25
TMEM95,0,40,0.08
TMEM97,0,181,0.362
TMEM98,0,49,0.098
TMEM99,0,112,0.224
TMEM9B,0,39,0.078
TMF1,0,12,0.024
TMIE,0,78,0.156
TMIGD2,0,59,0.118
TMEM64,0,57,0.114
TMEM63B,0,122,0.244
TMEM35,0,151,0.302
TMEM50A,0,88,0.176
TMEM38A,0,115,0.23
TMEM38B,0,76,0.152
TMEM39A,0,29,0.058
TMEM39B,0,56,0.112
TMEM40,0,116,0.232
TMEM41A,0,75,0.15
TMEM41B,0,20,0.04
TMEM42,0,47,0.094
TMEM43,0,16,0.032
TMEM44,0,62,0.124
TMEM45A,0,104,0.208
TMEM45B,0,166,0.332
TMEM47,0,91,0.182
TMEM5,0,91,0.182
TMEM50B,0,22,0.044
TMEM63A,0,65,0.13
TMEM51,0,98,0.196
TMEM52,0,33,0.066
TMEM52B,0,74,0.148
TMEM53,0,55,0.11
TMEM54,0,31,0.062
TMEM55A,0,44,0.088
TMEM55B,0,80,0.16
TMEM56,0,121,0.242
TMEM57,0,16,0.032
TMEM59,0,18,0.036
